"BL1-A","RL1-A"
194,394
187,400
217,459
221,397
193,367
263,418
235,458
98,312
237,311
144,431
156,417
164,364
208,401
181,379
191,351
180,374
188,400
187,345
211,368
203,474
175,390
151,377
181,419
171,345
187,370
156,384
120,313
196,384
134,381
195,381
164,339
210,446
174,391
230,443
223,409
180,354
224,435
121,423
192,419
168,370
181,411
165,346
215,295
160,383
238,365
197,390
180,430
164,345
147,360
239,434
227,437
133,376
192,396
176,379
168,397
173,397
169,444
178,367
251,428
202,374
166,388
248,432
170,340
172,378
171,363
196,385
201,394
139,297
254,424
175,468
245,410
197,356
191,384
202,394
182,371
201,391
137,332
246,408
155,391
153,417
194,402
209,484
182,408
182,351
247,385
231,424
153,340
207,357
200,361
169,361
247,385
151,350
216,431
182,358
217,439
191,407
196,394
193,447
195,412
180,392
349,318
174,381
174,388
179,361
197,347
139,420
237,477
244,314
156,414
186,437
107,301
180,390
221,423
176,356
173,401
169,442
201,343
153,366
211,437
220,434
142,395
165,350
168,369
190,495
179,398
183,366
232,394
159,389
194,386
217,386
199,391
173,333
149,379
222,428
243,354
140,410
144,350
197,410
172,425
160,327
151,379
188,400
160,421
180,388
162,408
207,450
261,401
152,462
242,464
170,362
227,387
205,383
215,460
178,363
154,370
153,423
177,376
178,371
158,402
187,370
218,350
190,390
223,437
223,372
158,391
163,387
207,453
189,408
202,391
231,381
197,406
193,387
169,362
246,394
214,393
148,387
226,390
198,384
123,352
224,397
157,395
207,387
143,513
175,356
158,381
209,370
141,398
122,331
135,423
111,307
168,565
176,393
235,428
223,480
155,348
187,365
180,416
155,348
231,442
153,353
224,443
204,355
207,397
190,388
189,386
239,425
160,396
199,470
219,403
178,360
265,514
206,371
216,380
153,349
196,392
172,304
143,360
219,480
181,306
242,393
202,447
97,329
223,426
155,429
208,490
252,410
249,438
191,376
177,375
167,391
221,421
185,500
340,296
153,307
200,355
242,424
208,387
253,306
138,374
220,362
194,341
250,418
213,403
167,354
202,390
210,385
197,356
211,373
254,441
199,474
170,394
208,418
180,407
212,445
172,382
241,404
192,372
244,369
171,407
226,532
183,330
152,306
160,373
174,398
211,451
173,317
154,395
237,375
239,371
202,423
208,392
182,352
241,395
237,471
211,395
216,419
227,477
202,419
237,366
169,392
217,389
167,299
237,418
142,351
296,542
178,349
176,335
183,430
237,406
188,556
239,416
190,373
209,410
224,390
193,344
186,398
186,340
223,345
261,582
208,412
202,413
177,401
274,359
246,352
204,461
233,445
214,518
206,395
230,402
210,394
244,297
166,380
196,409
181,408
205,292
188,343
195,440
211,408
156,328
229,302
179,429
205,526
216,402
187,382
133,374
192,401
131,380
230,386
218,400
235,375
243,298
166,341
205,407
194,480
213,446
249,301
208,440
182,528
204,465
151,417
129,347
227,451
190,348
267,372
247,312
248,404
176,457
225,300
283,295
196,370
232,457
193,289
296,524
162,349
202,461
320,285
208,399
172,364
232,410
235,355
157,362
299,450
177,345
195,350
231,461
187,408
204,423
170,464
191,391
237,492
170,382
188,383
156,302
275,438
249,299
112,527
221,393
215,300
253,416
162,380
253,398
238,550
270,466
166,371
199,461
132,406
212,474
172,347
252,419
169,343
190,381
194,312
197,385
173,382
250,500
226,471
204,373
211,422
213,496
230,386
275,464
144,303
194,488
221,370
222,378
216,365
266,295
217,391
211,420
158,498
188,347
228,339
363,358
218,401
259,546
171,378
166,455
324,532
230,299
170,377
246,547
194,311
221,422
177,330
205,372
200,301
130,360
250,291
188,378
189,353
197,399
151,350
194,298
152,320
202,371
295,330
230,368
256,423
250,428
210,385
180,361
193,439
151,335
222,294
223,350
204,389
147,400
193,504
237,347
202,404
280,292
228,307
192,310
200,447
210,465
205,409
241,383
146,392
148,362
161,395
205,461
183,354
199,405
307,394
207,399
243,393
161,365
302,299
146,300
276,299
216,434
269,298
318,393
216,355
172,424
220,381
174,376
217,400
214,415
185,359
185,405
200,394
205,396
159,389
237,290
186,354
247,298
245,418
198,374
192,457
174,395
305,484
218,400
249,307
139,323
222,477
258,415
141,344
178,524
307,495
220,328
173,308
181,386
274,360
268,343
185,370
196,412
231,307
366,294
211,393
220,297
158,376
232,303
290,514
162,347
148,402
224,412
211,438
210,399
157,393
140,393
139,349
236,382
155,345
175,372
188,346
224,321
208,460
224,398
198,368
189,535
176,344
255,392
219,411
224,527
228,491
225,367
209,453
171,360
152,375
214,372
183,511
186,364
182,427
216,472
174,370
236,399
267,360
144,455
171,480
179,389
236,479
211,306
187,375
236,303
249,302
186,370
214,355
229,399
201,420
167,368
302,423
206,354
176,371
197,349
165,396
308,306
171,359
183,376
250,529
223,374
171,297
198,298
135,403
206,422
164,394
208,414
272,623
182,351
263,301
169,443
157,497
194,390
211,403
214,480
211,289
308,442
198,347
149,335
154,399
199,358
232,557
283,307
138,303
195,374
288,299
224,302
236,281
145,339
288,310
221,357
120,355
225,447
189,396
172,384
228,443
145,336
202,441
291,295
253,592
207,382
312,615
146,298
247,479
237,289
194,374
201,381
208,362
199,446
178,370
240,440
208,377
260,403
248,452
294,321
250,330
244,410
183,301
205,401
184,377
209,382
204,438
195,364
182,370
218,415
221,408
205,383
237,504
174,386
209,379
270,476
178,379
139,290
159,323
183,386
184,378
202,379
146,439
168,374
169,378
368,289
211,575
211,389
199,522
220,297
231,421
271,284
213,400
191,376
217,393
197,389
230,283
155,457
209,379
146,349
203,366
156,350
205,346
146,340
272,473
302,491
164,359
229,510
186,368
284,412
198,386
165,364
172,354
229,385
207,367
261,351
303,564
204,340
215,434
173,292
194,416
167,373
201,383
281,411
172,363
197,421
209,368
198,380
188,381
269,301
196,499
266,336
249,287
221,311
200,393
143,317
