id	cycle	FieldID	ImageResolutionX	ImageResolutionY	ImageSizeX	ImageSizeY	PositionX	PositionY
290	4	23	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0.001162466	0.001162466
291	4	24	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0.000581233	0.001162466
292	4	25	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0	0.001162466
293	4	26	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.000581233	0.001162466
294	4	27	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.001162465	0.001162466
295	4	28	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.001743698	0.001162466
296	4	29	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.002324931	0.001162466
297	4	30	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.002906164	0.000581233
298	4	31	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.002324931	0.000581233
299	4	32	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.001743698	0.000581233
300	4	33	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.001162465	0.000581233
301	4	34	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.000581233	0.000581233
302	4	35	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0	0.000581233
303	4	36	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0.000581233	0.000581233
304	4	37	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0.001162466	0.000581233
305	4	38	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0.001743698	0.000581233
306	4	39	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0.002324931	0.000581233
307	4	40	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0.002906164	0.000581233
308	4	41	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0.002906164	0
309	4	42	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0.002324931	0
310	4	43	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0.001743698	0
311	4	44	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0.001162466	0
312	4	45	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0.000581233	0
313	4	46	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.000581233	0
314	4	47	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.001162465	0
315	4	48	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.001743698	0
316	4	49	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.002324931	0
317	4	50	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.002906164	0
318	4	51	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.002906164	-0.000581233
319	4	52	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.002324931	-0.000581233
320	4	53	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.001743698	-0.000581233
321	4	54	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.001162465	-0.000581233
322	4	55	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.000581233	-0.000581233
323	4	56	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0	-0.000581233
324	4	57	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0.000581233	-0.000581233
325	4	58	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0.001162466	-0.000581233
326	4	59	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0.001743698	-0.000581233
327	4	60	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0.002324931	-0.000581233
328	4	61	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0.002906164	-0.000581233
329	4	62	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0.002324931	-0.001162465
330	4	63	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0.001743698	-0.001162465
331	4	64	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0.001162466	-0.001162465
332	4	65	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0.000581233	-0.001162465
333	4	66	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0	-0.001162465
334	4	67	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.000581233	-0.001162465
335	4	68	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.001162465	-0.001162465
336	4	69	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.001743698	-0.001162465
337	4	70	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.002324931	-0.001162465
338	4	71	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.002324931	-0.001743698
339	4	72	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.001743698	-0.001743698
340	4	73	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.001162465	-0.001743698
341	4	74	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.000581233	-0.001743698
342	4	75	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0	-0.001743698
343	4	76	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0.000581233	-0.001743698
344	4	77	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0.001162466	-0.001743698
345	4	78	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0.001743698	-0.001743698
346	4	79	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0.002324931	-0.001743698
347	4	80	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0.001743698	-0.002324931
348	4	81	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0.001162466	-0.002324931
349	4	82	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0.000581233	-0.002324931
350	4	83	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0	-0.002324931
351	4	84	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.000581233	-0.002324931
352	4	85	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.001162465	-0.002324931
353	4	86	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.001743698	-0.002324931
354	4	87	5.97976080956762e-07	5.97976080956762e-07	1080	1080	-0.000581233	-0.002906164
355	4	88	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0	-0.002906164
356	4	89	5.97976080956762e-07	5.97976080956762e-07	1080	1080	0.000581233	-0.002906164
