well	row	col	tcId	treatment	poolId	bcdId	sgId	gene	groupId
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	24	CENPA_4_2	CENPA	CENPA_4_2_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	11	BRCA2_4_1	BRCA2	BRCA2_4_1_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	34	RB1_4_2	RB1	RB1_4_2_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	44	CAMK1_4_2	CAMK1	CAMK1_4_2_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	55	BRSK1_4_1	BRSK1	BRSK1_4_1_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	48	PIM2_4_1	PIM2	PIM2_4_1_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	75	CETN3_4_1	CETN3	CETN3_4_1_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	22	BORA_4_1	BORA	BORA_4_1_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	56	SMC2_4_1	SMC2	SMC2_4_1_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	76	PRKCD_4_1	PRKCD	PRKCD_4_1_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	10	CYLD_4_2	CYLD	CYLD_4_2_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	43	RCC2_4_2	RCC2	RCC2_4_2_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	27	KIF2C_4_1	KIF2C	KIF2C_4_1_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	67	ESPL1_4_1	ESPL1	ESPL1_4_1_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	14	RB1_4_1	RB1	RB1_4_1_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	77	NCAPG_4_2	NCAPG	NCAPG_4_2_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	68	TEX14_4_1	TEX14	TEX14_4_1_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	58	BRSK1_4_2	BRSK1	BRSK1_4_2_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	32	TTK_4_2	TTK	TTK_4_2_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	78	SMARCB1_4_1	SMARCB1	SMARCB1_4_1_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	65	PDCD6IP_4_1	PDCD6IP	PDCD6IP_4_1_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	49	USP8_4_1	USP8	USP8_4_1_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	79	TTK_4_1	TTK	TTK_4_1_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	13	CENPA_4_1	CENPA	CENPA_4_1_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	50	RCC2_4_1	RCC2	RCC2_4_1_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	70	CETN1_4_1	CETN1	CETN1_4_1_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	80	NEK3_4_2	NEK3	NEK3_4_2_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	57	ESPL1_4_2	ESPL1	ESPL1_4_2_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	51	non-targeting_00008_4_1	non-targeting_00008	non-targeting_00008_4_1_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	71	BRCA2_4_2	BRCA2	BRCA2_4_2_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	61	CDKN2B_4_2	CDKN2B	CDKN2B_4_2_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	81	NCAPG_4_1	NCAPG	NCAPG_4_1_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	72	PIM2_4_2	PIM2	PIM2_4_2_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	69	NEK3_4_1	NEK3	NEK3_4_1_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	62	PRKCD_4_2	PRKCD	PRKCD_4_2_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	82	POGZ_4_2	POGZ	POGZ_4_2_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	63	POGZ_4_1	POGZ	POGZ_4_1_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	53	GSG2_4_2	GSG2	GSG2_4_2_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	73	MAPK4_4_1	MAPK4	MAPK4_4_1_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	83	NEK9_4_2	NEK9	NEK9_4_2_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	64	CYLD_4_1	CYLD	CYLD_4_1_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	54	NEK9_4_1	NEK9	NEK9_4_1_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	74	MAPK4_4_2	MAPK4	MAPK4_4_2_MCF10A-203
NA	NA	NA	MCF10A-203	pV2TUd12_M74	74	84	TEX14_4_2	TEX14	TEX14_4_2_MCF10A-203
