objId	EGFP	OLLAS	ALFA	FLAG	VSVG	bcd
B07n10	1864.26	149.96	5396.15	210.525	2419.8	FLAG_ALFA_VSVG
B07n5	1251.64	146.4	3566.15	201.8	1829.2	FLAG_ALFA_VSVG
B07n17	604.52	143.68	1481.45	188.6	882	FLAG_ALFA_VSVG
B07n18	674.24	155.18	1871.025	188.05	1005.8	FLAG_ALFA_VSVG
B07n13	4937.48	160.3	14960.15	366.45	8446	FLAG_ALFA_VSVG
B07n14	1921.65	144.72	2035.9	192.45	1406.3	FLAG_ALFA_VSVG
B07n20	1820.26	204.2	5368.525	201.725	4556.16	FLAG_ALFA_VSVG
B07n24	1493.92	148.09	3796.725	202.5	1738.1	FLAG_ALFA_VSVG
B07n27	1012.08	144.72	2618.85	195.95	1310.2	FLAG_ALFA_VSVG
B07n22	2184.94	188	4948.85	176.8	3273.78	FLAG_ALFA_VSVG
B07n29	176.32	158.26	381.03	192.57	613.8	FLAG_ALFA_VSVG
B07n30	2299.82	186	4945.225	178.325	3467.3	FLAG_ALFA_VSVG
B07n34	2188.91	175.4	5069.05	191.45	2609.24	FLAG_ALFA_VSVG
B07n35	1767.75	195.2	4229.525	170.5	2649.64	FLAG_ALFA_VSVG
B07n32	1177.48	176.8	2183.545	196.48	1743.2	FLAG_ALFA_VSVG
B07n31	1607.46	178.65	3348.49	202.82	2551.3	FLAG_ALFA_VSVG
B07n39	1281.52	156.82	3346.4	200.85	1706.5	FLAG_ALFA_VSVG
B07n40	2767.46	196.2	5477.55	202.6	3602.34	FLAG_ALFA_VSVG
B07n42	1026.96	174.34	1793.335	192.095	1397.8	FLAG_ALFA_VSVG
B07n43	2333.92	176.06	4051.79	215.61	2954.1	FLAG_ALFA_VSVG
B07n44	2877.16	170.21	5603.4	225.99	3729.8	FLAG_ALFA_VSVG
B07n45	1485.98	146.47	3348.25	200.95	1592.8	FLAG_ALFA_VSVG
B07n46	902.76	148.18	2082.45	193.25	1076	FLAG_ALFA_VSVG
B07n48	622.2	159.18	1670.2	191	886.6	FLAG_ALFA_VSVG
B07n50	736.04	145.92	1546.875	191.175	887.4	FLAG_ALFA_VSVG
B07n53	1593.18	145.19	3645.5	204.075	1649.8	FLAG_ALFA_VSVG
B07n54	790.52	143.58	1699.6	192.05	927.2	FLAG_ALFA_VSVG
B07n47	3133.32	173.94	6362.4	261.02	4793	FLAG_ALFA_VSVG
B07n51	3346.2	205	5393.85	204.725	3487.24	FLAG_ALFA_VSVG
B07n55	1278.2	196.2	2632.775	170.9	1535.2	FLAG_ALFA_VSVG
B07n56	1808.68	191	3708.875	172.9	2094.02	FLAG_ALFA_VSVG
B07n57	1683.58	148.78	3948.4	210.35	1721.6	FLAG_ALFA_VSVG
B07n58	6418.84	144.88	20329.7	344.475	9235	FLAG_ALFA_VSVG
B07n60	2753.74	145.74	3116.85	204.15	1900.8	FLAG_ALFA_VSVG
B07n59	1295.66	195	2347.875	175.575	1338.04	FLAG_ALFA_VSVG
B07n61	761.96	179.5	1409.205	195.845	1115.8	FLAG_ALFA_VSVG
B07n64	2868.68	203.8	8087.7	194.4	3740.66	FLAG_ALFA_VSVG
B07n65	1674.92	147.42	4014.05	206.475	1836.4	FLAG_ALFA_VSVG
B07n66	1873.12	185.5	4460.1	178.65	2334.76	FLAG_ALFA_VSVG
B07n68	1630.08	169.43	4042.75	212.175	2015.3	FLAG_ALFA_VSVG
B07n69	1282.56	144.76	2839.975	203.5	1736	FLAG_ALFA_VSVG
B07n70	6909.76	148.42	22578.725	363.625	9410	FLAG_ALFA_VSVG
B07n71	1272.78	181	2841.75	162.65	1762.58	FLAG_ALFA_VSVG
B07n73	1517.72	175.68	3101.69	206.63	2205.6	FLAG_ALFA_VSVG
B07n74	3366.28	185.2	7362.525	209.725	3952.8	FLAG_ALFA_VSVG
B07n77	1782.78	143.82	3892.9	215.25	1637.6	FLAG_ALFA_VSVG
B07n76	3021.66	183.4	6837.7	197.65	3515.9	FLAG_ALFA_VSVG
B07n75	2940.66	196.6	6370.85	192.2	2703.9	FLAG_ALFA_VSVG
B07n67	1938.24	185.17	4383.97	217.935	2884.5	FLAG_ALFA_VSVG
B07n78	3717.16	151.28	3352.825	207.1	2165	FLAG_ALFA_VSVG
B07n81	3344.64	158.16	8203.15	261.05	3872.6	FLAG_ALFA_VSVG
B07n80	1523	139.51	3188.15	206	1411.4	FLAG_ALFA_VSVG
B07n79	2171.08	180.2	5135	182	3292.88	FLAG_ALFA_VSVG
B07n82	2111.76	148.58	4197.25	221.8	2376.3	FLAG_ALFA_VSVG
B07n83	3377.53	199	7715.9	199.85	3451.84	FLAG_ALFA_VSVG
B07n85	2644.96	181.96	5508.26	239.91	3701.3	FLAG_ALFA_VSVG
B07n84	987.8	144.7	2022.525	198.8	1033.5	FLAG_ALFA_VSVG
B07n87	941.04	147.8	1960.85	200	1000.5	FLAG_ALFA_VSVG
B07n88	1371.74	181	2862.025	163.575	1692.5	FLAG_ALFA_VSVG
B07n90	1434.32	178.41	2322.62	197.335	1534.7	FLAG_ALFA_VSVG
B07n91	2150.36	152.62	4964.4	224.9	2250	FLAG_ALFA_VSVG
B07n89	1021.32	188.2	2598.8	167.2	1532.71	FLAG_ALFA_VSVG
B07n93	2496.56	172.78	5376.85	215.9	2212.5	FLAG_ALFA_VSVG
B07n94	851.32	177.95	1293.12	192.63	1041.6	FLAG_ALFA_VSVG
B07n95	2313.08	180.63	3421.87	210.51	2175.8	FLAG_ALFA_VSVG
B07n97	3214.32	165.28	9175.85	269.8	4017	FLAG_ALFA_VSVG
B07n96	1069.96	185	2455.4	161.15	1560.02	FLAG_ALFA_VSVG
B07n98	4637.92	179.88	10675.725	287.1	4787.2	FLAG_ALFA_VSVG
B07n99	2057.76	154.73	4997.85	218.65	2070	FLAG_ALFA_VSVG
B07n100	1200.58	178.11	1800.815	199.535	1324.6	FLAG_ALFA_VSVG
B07n101	878.46	136.12	1718.15	196.4	898.4	FLAG_ALFA_VSVG
B07n103	2198.48	184.43	4754.115	239.925	3079.4	FLAG_ALFA_VSVG
B07n102	917.45	188.4	2336.625	164.15	1299	FLAG_ALFA_VSVG
B07n104	2247.12	153.98	5767.65	220.3	2207.4	FLAG_ALFA_VSVG
B07n105	3394.14	179.54	6263.87	275.205	4221.4	FLAG_ALFA_VSVG
B07n106	4225.44	180.18	9878.44	309.19	5324.6	FLAG_ALFA_VSVG
B07n113	2003.84	185.95	5039.33	222.69	2604.2	FLAG_ALFA_VSVG
B07n107	927.04	141.16	1845.2	195.45	929.8	FLAG_ALFA_VSVG
B07n109	3695.07	204.6	6733.45	219.3	2882.44	FLAG_ALFA_VSVG
B07n111	1547.67	187	3593.35	175.45	1816.82	FLAG_ALFA_VSVG
B07n108	1457.21	183	3158.3	169.9	2128.61	FLAG_ALFA_VSVG
B07n114	894.02	177.74	1452.995	197.02	1048.7	FLAG_ALFA_VSVG
B07n110	2310.26	189.4	4735.95	188.7	2225.93	FLAG_ALFA_VSVG
B07n115	4244.44	204.4	7525.4	219.9	2992.46	FLAG_ALFA_VSVG
B07n116	3280.32	185.2	7229.15	199.2	3144.62	FLAG_ALFA_VSVG
B07n120	7680.2	199.3	20958.33	721.03	10478.8	FLAG_ALFA_VSVG
B07n118	889.9	141.42	1569.95	196.55	806.8	FLAG_ALFA_VSVG
B07n123	3102.2	183.82	5610.51	252.92	3569.1	FLAG_ALFA_VSVG
B07n121	823.68	147.88	1715.35	199.3	834	FLAG_ALFA_VSVG
B07n112	2019.21	182.3	5651.725	190.625	4427.32	FLAG_ALFA_VSVG
B07n119	2150.2	180.53	5189.51	220.535	2617.2	FLAG_ALFA_VSVG
B07n125	3202.2	178.82	5464.255	271.725	3807.4	FLAG_ALFA_VSVG
B07n126	1495.24	146.3	2953.325	204.275	1511.2	FLAG_ALFA_VSVG
B07n132	1292.84	191.44	2786.4	214.2	1292	FLAG_ALFA_VSVG
B07n127	4393.46	200.8	6094.7	217.25	2812.6	FLAG_ALFA_VSVG
B07n130	2933.82	182.5	7494.57	246.17	3716.1	FLAG_ALFA_VSVG
B07n131	6056.12	183.63	13164.475	315	5678	FLAG_ALFA_VSVG
B07n128	1511.86	183.06	3442.87	207	1889.1	FLAG_ALFA_VSVG
B07n134	1721.64	179.42	3917.2	218.97	2231.2	FLAG_ALFA_VSVG
B07n135	1000.76	148.58	1938.4	198.05	972.2	FLAG_ALFA_VSVG
B07n137	1346.06	154.08	2988.35	205.65	1289.6	FLAG_ALFA_VSVG
B07n136	4255.88	149.48	8214.3	304.15	4872.6	FLAG_ALFA_VSVG
B07n139	1704.36	139.35	3376.275	209.775	1446.8	FLAG_ALFA_VSVG
B07n140	1228.36	148.6	2710.675	203	1177.4	FLAG_ALFA_VSVG
B07n143	1773.3	179.6	2425.13	205.09	1600	FLAG_ALFA_VSVG
B07n138	948.42	189.4	2118.3	160.95	1301.04	FLAG_ALFA_VSVG
B07n142	1279.9	175.18	1704.26	199.855	1228	FLAG_ALFA_VSVG
B07n141	1618.26	176.2	3759.5	169.9	2070.22	FLAG_ALFA_VSVG
B07n144	851.26	165.04	1959.05	198.8	912.5	FLAG_ALFA_VSVG
B07n145	2475.86	161.9	5829.825	238.2	2460.2	FLAG_ALFA_VSVG
B07n146	4558.74	152.27	4003.9	218.675	2372.7	FLAG_ALFA_VSVG
B07n147	1090.52	192.4	2560.1	161.3	1357	FLAG_ALFA_VSVG
B07n148	2312.24	196.6	4433.25	193.425	1863.8	FLAG_ALFA_VSVG
B07n149	2431.3	185.11	4600.73	240.01	2946	FLAG_ALFA_VSVG
B07n151	1508.12	184.8	3279.325	175.1	2531.64	FLAG_ALFA_VSVG
B07n150	1022.28	144.62	1974.175	201.1	1012.7	FLAG_ALFA_VSVG
B07n153	838.14	146.28	1391.05	196.45	822	FLAG_ALFA_VSVG
B07n154	946.5	147.04	1743.25	199.8	931.6	FLAG_ALFA_VSVG
B07n155	2416.36	181.2	5556.4	189.5	3241.71	FLAG_ALFA_VSVG
B07n157	1488.36	187.9	3337.365	206.745	1758.9	FLAG_ALFA_VSVG
B07n158	1141.6	177.04	2374.95	208.23	1182.3	FLAG_ALFA_VSVG
B07n159	2392.88	165.88	6166.85	230.9	2272.7	FLAG_ALFA_VSVG
B07n156	2066	190.1	5414.95	186.2	2505.34	FLAG_ALFA_VSVG
B07n161	2013.98	184	3704.45	186	1868.18	FLAG_ALFA_VSVG
B07n162	1663.75	186.3	3785.4	176.75	1873.06	FLAG_ALFA_VSVG
B07n164	2124.48	180.4	4300.15	181.7	1944.96	FLAG_ALFA_VSVG
B07n165	1019.08	181.22	2401.87	196.825	1057.8	FLAG_ALFA_VSVG
B07n166	2398.42	187.48	5617.44	232.56	2512.6	FLAG_ALFA_VSVG
B07n167	6538.98	178.9	9583.76	401.23	6314.8	FLAG_ALFA_VSVG
B07n168	4224.44	181.14	8905.41	297.58	4028.4	FLAG_ALFA_VSVG
B07n170	2755.87	185.8	5623.9	205.55	3531.36	FLAG_ALFA_VSVG
B07n174	3065.64	149.29	8759.2	241.55	2976.6	FLAG_ALFA_VSVG
B07n171	3872.5	185	7464	224.95	3284.96	FLAG_ALFA_VSVG
B07n172	3010.46	180.6	5996.75	190.6	4035	FLAG_ALFA_VSVG
B07n175	5850.06	185.42	7550.635	288.69	4433.5	FLAG_ALFA_VSVG
B07n176	918.12	142.15	1588.475	194.525	855.2	FLAG_ALFA_VSVG
B07n177	1405.96	184.34	2850.99	205.555	1498.1	FLAG_ALFA_VSVG
B07n178	3949.56	158.16	8458.575	274.95	3826.3	FLAG_ALFA_VSVG
B07n179	986.2	141.93	1476	197.1	902	FLAG_ALFA_VSVG
B07n180	1097.96	174.88	1442.445	196.235	1039.4	FLAG_ALFA_VSVG
B07n184	3334.6	159.88	7685.25	265.9	3345.6	FLAG_ALFA_VSVG
B07n181	4681.52	162.48	8867.4	331.8	5259.5	FLAG_ALFA_VSVG
B07n182	2908.6	188.82	5352.27	247.59	2990.4	FLAG_ALFA_VSVG
B07n183	4940.44	181.24	8912.655	344.46	4951.6	FLAG_ALFA_VSVG
B07n187	5216.31	192.2	10460.9	251.55	6757.18	FLAG_ALFA_VSVG
B07n185	2276.34	181.96	4238.3	231.86	2331.8	FLAG_ALFA_VSVG
B07n189	3329.12	182.8	7514.23	264.41	3232.4	FLAG_ALFA_VSVG
B07n186	3063.62	178	6340.6	213	4217.53	FLAG_ALFA_VSVG
B07n190	7223.36	177.03	8548.08	413.54	6331.6	FLAG_ALFA_VSVG
B07n188	1787.4	203.4	2643.475	201.3	1184.89	FLAG_ALFA_VSVG
B07n193	1024.04	152.86	2004.75	198.8	979.4	FLAG_ALFA_VSVG
B07n194	3523.51	194.4	5108.425	205.625	1954.44	FLAG_ALFA_VSVG
B07n195	291.08	141.78	7709.025	689.175	3065	FLAG_ALFA_VSVG
B07n196	837.1	143.1	1830.575	207.125	1050.5	FLAG_ALFA_VSVG
B07n199	6497.2	181.4	7536.69	299	4551.4	FLAG_ALFA_VSVG
B07n200	3720.16	150.66	7409.25	258.4	3292.5	FLAG_ALFA_VSVG
B07n204	4036.04	155.79	7860.05	274.35	3627.4	FLAG_ALFA_VSVG
B07n201	3941.12	147.6	7934.1	305.95	3911.6	FLAG_ALFA_VSVG
B07n203	2120.82	191.4	5513.95	187.925	2400.31	FLAG_ALFA_VSVG
B07n205	2690.32	182.08	6731.86	243.05	2418.6	FLAG_ALFA_VSVG
B07n202	1075.24	199.4	2144.55	180.05	1172.44	FLAG_ALFA_VSVG
B07n192	2573.34	195.18	5401.65	222.28	2291.9	FLAG_ALFA_VSVG
B07n206	2042.37	185.2	4246.75	181.9	1844.42	FLAG_ALFA_VSVG
B07n209	3850.28	164.08	8585	248.05	3377.6	FLAG_ALFA_VSVG
B07n207	1434.84	198.1	2351.15	187.05	1186.74	FLAG_ALFA_VSVG
B07n208	1929.14	183.8	3990.475	187.725	2374.64	FLAG_ALFA_VSVG
B07n211	2399.13	201.8	4784	203.1	2245.18	FLAG_ALFA_VSVG
B07n213	5217.88	184.76	12581.965	359.2	5322.8	FLAG_ALFA_VSVG
B07n212	2084.42	190.4	4900.15	187.35	2000.47	FLAG_ALFA_VSVG
B07n215	2428.3	189.16	4703.46	226.16	2114	FLAG_ALFA_VSVG
B07n216	1773.06	190.89	3727.87	216.56	1633.8	FLAG_ALFA_VSVG
B07n217	1112.06	180.84	2407.86	207.63	1268.2	FLAG_ALFA_VSVG
B07n214	1734.64	174.4	3468.425	170.75	1730.24	FLAG_ALFA_VSVG
B07n219	915.4	150.15	1619.5	205.55	1062.4	FLAG_ALFA_VSVG
B07n218	1581.03	186	3505.5	177.05	2057.33	FLAG_ALFA_VSVG
B07n220	6955.52	180.54	10064.75	432.985	6351.1	FLAG_ALFA_VSVG
B07n221	2212.11	163.13	2258.65	196.95	1240.4	FLAG_ALFA_VSVG
B07n226	864.68	170.34	2741.7	205.45	1077.4	FLAG_ALFA_VSVG
B07n225	4556.2	184.73	8931.11	332.175	4313.8	FLAG_ALFA_VSVG
B07n223	2524.44	143.86	4860.35	222.55	2205.8	FLAG_ALFA_VSVG
B07n224	2854.12	186.8	5579.3	195.85	3271.72	FLAG_ALFA_VSVG
B07n227	912.4	149.82	1686.35	204.275	930.8	FLAG_ALFA_VSVG
B07n222	3767.44	194	7465.65	239.425	3328.88	FLAG_ALFA_VSVG
B07n229	1169.12	179.01	2264.31	204.405	1116.8	FLAG_ALFA_VSVG
B07n228	6396.3	176.8	10762.35	283.15	7052.74	FLAG_ALFA_VSVG
B07n230	1295.18	146.11	2635.9	206.25	1273.6	FLAG_ALFA_VSVG
B07n231	906.42	148.2	1668.5	199.05	966.6	FLAG_ALFA_VSVG
B07n233	1576.24	150.1	2756.7	219.075	2048	FLAG_ALFA_VSVG
B07n234	6320.04	182.72	6316.83	313.83	4539.8	FLAG_ALFA_VSVG
B07n235	2154.61	180.8	5507	191.15	2384.52	FLAG_ALFA_VSVG
B07n236	1763.98	185	3541.35	178.05	1986.42	FLAG_ALFA_VSVG
B07n238	2571.24	180.1	5067.825	190.175	2189.53	FLAG_ALFA_VSVG
B07n239	1539.5	179.06	2929.455	214.105	1529.6	FLAG_ALFA_VSVG
B07n240	3938.56	198.98	8521.85	276.9	4030.7	FLAG_ALFA_VSVG
B07n242	1137.32	177.08	1466.085	200.955	1040.2	FLAG_ALFA_VSVG
B07n243	5237.84	172.62	8476.25	286.38	4552.4	FLAG_ALFA_VSVG
B07n246	961.3	145.91	1506.7	196.8	959.3	FLAG_ALFA_VSVG
B07n244	2840.61	176.4	5246.425	200.075	2513.9	FLAG_ALFA_VSVG
B07n245	6489.84	186.14	10639.62	433.96	6130.6	FLAG_ALFA_VSVG
B07n247	5668.68	189.08	12192.67	367.65	4824	FLAG_ALFA_VSVG
B07n248	2976.28	173.48	5426.5	240.6	2810.9	FLAG_ALFA_VSVG
B07n249	1765.64	172.44	6159.9	252.91	2241.8	FLAG_ALFA_VSVG
B07n250	3285.12	190.88	6663.445	270.785	2937.6	FLAG_ALFA_VSVG
B07n251	5730.24	165.1	12105.65	343.35	5697.4	FLAG_ALFA_VSVG
B07n252	1278.24	155.62	2864.825	210.05	1418.6	FLAG_ALFA_VSVG
B07n253	3146.96	159.84	5702.35	259.15	3148	FLAG_ALFA_VSVG
B07n254	3135.2	149.5	4357.3	248.15	3105.7	FLAG_ALFA_VSVG
B07n255	1229.2	148.06	2032.575	203.9	1218.2	FLAG_ALFA_VSVG
B07n256	1365.14	149.02	2221.825	202.95	1284.4	FLAG_ALFA_VSVG
B07n259	2711.43	193.6	5222.25	209.7	2933.04	FLAG_ALFA_VSVG
B07n257	4564.09	194.2	8198.45	250.15	3711.68	FLAG_ALFA_VSVG
B07n261	115.44	174.67	223.54	191.83	309.8	FLAG_ALFA_VSVG
B07n260	3194.67	197.6	4039.95	209.875	1861.9	FLAG_ALFA_VSVG
B07n263	6252.6	177.82	11391.74	456.975	5843.6	FLAG_ALFA_VSVG
B07n265	2902.5	162.89	4977.65	234.2	2694.2	FLAG_ALFA_VSVG
B07n266	4610.24	193.4	11020.675	316.225	5211	FLAG_ALFA_VSVG
B07n264	882.58	145.08	1267.2	196.625	896.7	FLAG_ALFA_VSVG
B07n269	1385.12	182.27	3044.3	212.01	1239.4	FLAG_ALFA_VSVG
B07n267	4441.09	187.2	5640.35	241.35	3013.62	FLAG_ALFA_VSVG
B07n268	10483.96	185.08	19328.89	593.57	8031.9	FLAG_ALFA_VSVG
B07n270	6157	187.13	12056.985	416.965	5908.5	FLAG_ALFA_VSVG
B07n271	3296.36	180.51	7356.87	278.12	3443.8	FLAG_ALFA_VSVG
B07n272	3231.2	166.91	7297.35	244.55	3249.4	FLAG_ALFA_VSVG
B07n273	7453.64	180.88	11155.445	451.925	6385.8	FLAG_ALFA_VSVG
B07n274	2145.8	188.4	4442.875	193.8	2195.34	FLAG_ALFA_VSVG
B07n275	1656.35	183.2	3113.65	176.8	1726.23	FLAG_ALFA_VSVG
B07n282	2342.99	180.9	4096.625	174	1955.97	FLAG_ALFA_VSVG
B07n277	1285.6	195.6	2204.85	185.15	1304.43	FLAG_ALFA_VSVG
B07n279	1606.64	151.3	2650.3	222	2335.5	FLAG_ALFA_VSVG
B07n278	4426.5	183	7640.6	252.6	3655.24	FLAG_ALFA_VSVG
B07n280	3462.44	172.72	6019.08	269.45	2855.4	FLAG_ALFA_VSVG
B07n281	778.36	157.95	1198.575	202.75	838.2	FLAG_ALFA_VSVG
B07n284	2726.08	144.11	4593.45	232	2484.9	FLAG_ALFA_VSVG
B07n283	6728.68	188.52	14261.48	416.72	6063.5	FLAG_ALFA_VSVG
B07n285	3150.56	168.2	4792.6	246.05	3200.6	FLAG_ALFA_VSVG
B07n286	3491.32	183.4	4807.775	201	2144.26	FLAG_ALFA_VSVG
B07n288	3515.64	174.15	2801.21	236.34	2541.4	FLAG_ALFA_VSVG
B07n289	4171.04	147.24	6432.775	264.075	3910.4	FLAG_ALFA_VSVG
B07n287	8685.44	189.2	12884.375	396.825	6295.06	FLAG_ALFA_VSVG
B07n290	3724.69	188.8	6905.075	241.525	3787.32	FLAG_ALFA_VSVG
B07n291	5520.76	178.74	5570.14	292.83	4034	FLAG_ALFA_VSVG
B07n292	5060.5	197.1	8695.425	268.7	4113.74	FLAG_ALFA_VSVG
B07n293	4564.34	192.68	8493.07	285.89	3371.9	FLAG_ALFA_VSVG
B07n295	3467.85	197.2	7686.575	247.025	3469.77	FLAG_ALFA_VSVG
B07n294	2777.21	184.9	5080.25	204.4	2506.95	FLAG_ALFA_VSVG
B07n298	2312.66	177.04	2761.26	228.335	2002.6	FLAG_ALFA_VSVG
B07n296	1556.48	149.95	2570.8	207.35	1552.2	FLAG_ALFA_VSVG
B07n300	3987.52	179.08	6245.775	267.135	3674	FLAG_ALFA_VSVG
B07n297	3175.28	174.87	5992.66	275.15	2861.2	FLAG_ALFA_VSVG
B07n299	3333.16	175.91	3062.925	240.94	2477.1	FLAG_ALFA_VSVG
B07n301	2077.2	147.1	3612.55	224.1	2266.6	FLAG_ALFA_VSVG
B07n302	2719.62	185	5134.15	196.2	2528.99	FLAG_ALFA_VSVG
B07n305	2498.88	142.18	3844.25	229.525	2315.6	FLAG_ALFA_VSVG
B07n304	2868.06	146.47	3941.35	250.175	3271.4	FLAG_ALFA_VSVG
B07n303	4425.48	185.6	7545.45	269.3	4183.69	FLAG_ALFA_VSVG
B07n306	4058.84	188.42	7383.58	288.39	3330.7	FLAG_ALFA_VSVG
B07n309	6289.94	178.04	9960.57	449.53	5667.4	FLAG_ALFA_VSVG
B07n307	794.24	156.16	1216.7	205.85	945.5	FLAG_ALFA_VSVG
B07n310	4950.06	182.41	8535.52	329.11	4302.6	FLAG_ALFA_VSVG
B07n311	4373.38	145.82	6067.6	259.85	3766.8	FLAG_ALFA_VSVG
B07n312	2164.78	182.2	3577.5	175.15	1849.22	FLAG_ALFA_VSVG
B07n317	2928.04	191.84	7360.91	257.4	2952.3	FLAG_ALFA_VSVG
B07n314	4321.6	175.02	9056.5	284	4511	FLAG_ALFA_VSVG
B07n313	2507.5	184.2	4864.975	179.625	2108.09	FLAG_ALFA_VSVG
B07n315	2808.2	144.26	3930.775	226.725	2697.8	FLAG_ALFA_VSVG
B07n316	1893.78	192	3171.95	170.5	1587.08	FLAG_ALFA_VSVG
B07n318	6828.64	181.68	8250.54	448.46	6245.6	FLAG_ALFA_VSVG
B07n322	4166.64	170.68	7805.4	299	4466.4	FLAG_ALFA_VSVG
B07n320	5022.68	152	8181.1	347.75	5494.8	FLAG_ALFA_VSVG
B07n324	1347.02	184.88	2553.81	215.64	1201.2	FLAG_ALFA_VSVG
B07n319	6470.72	168.87	10901.25	368.85	6681.6	FLAG_ALFA_VSVG
B07n325	5063	181.62	8782.765	329.735	4477.2	FLAG_ALFA_VSVG
B07n323	842.04	160.27	1235.3	208.9	985.9	FLAG_ALFA_VSVG
B07n326	3950.36	190.41	7543.59	322.24	3826.1	FLAG_ALFA_VSVG
B07n327	3680.76	180	3847.25	213	2252.8	FLAG_ALFA_VSVG
B07n328	3107.32	189.2	5753.35	217.75	2857.56	FLAG_ALFA_VSVG
B07n331	2836.08	147.22	4506.575	442.075	2684.3	FLAG_ALFA_VSVG
B07n330	2736.94	188.8	4787.35	208.35	2686.25	FLAG_ALFA_VSVG
B07n333	3580.04	186.8	5539.44	248.16	2649.5	FLAG_ALFA_VSVG
B07n332	3059.64	186	6350.75	200.325	2807.47	FLAG_ALFA_VSVG
B07n334	3795.08	169.48	6380.6	269.3	4089.9	FLAG_ALFA_VSVG
B07n335	1724.42	156.62	2911.925	221.325	2004.3	FLAG_ALFA_VSVG
B07n336	8125.28	195	11797.825	384.7	6396.82	FLAG_ALFA_VSVG
B07n340	3319.68	183.12	6229.085	283.23	2938.2	FLAG_ALFA_VSVG
B07n339	4490.16	140.78	6300.75	270.95	5069	FLAG_ALFA_VSVG
B07n338	3319	202.97	7762.01	270.115	3320	FLAG_ALFA_VSVG
B07n341	6636.18	181.6	11763.75	314.85	5396.14	FLAG_ALFA_VSVG
B07n342	4155.84	178.48	3829.93	258.2	3020.8	FLAG_ALFA_VSVG
B07n343	5184.96	184.6	7609.25	249.2	4390.56	FLAG_ALFA_VSVG
B07n344	3132	154.88	5035.675	252.575	3381.4	FLAG_ALFA_VSVG
B07n345	2437	150.58	4171.375	233.1	2703.9	FLAG_ALFA_VSVG
B07n347	3671.03	190.8	6682.2	227.9	3430.93	FLAG_ALFA_VSVG
B07n348	2191.92	180.07	2726.28	240.41	2212.6	FLAG_ALFA_VSVG
B07n346	5076.92	186.4	5859.15	270.25	3759.94	FLAG_ALFA_VSVG
B07n350	4867.24	189.3	7564.61	318.89	3876.4	FLAG_ALFA_VSVG
B07n351	4707.6	161.7	6633.13	251.28	2508.2	FLAG_ALFA_VSVG
B07n349	3784.04	183.86	3380.41	248.92	3203.6	FLAG_ALFA_VSVG
B07n352	2060.35	193.7	3278.35	187.05	1836.75	FLAG_ALFA_VSVG
B07n353	2997.58	185.4	4703.25	207.55	2520.88	FLAG_ALFA_VSVG
B07n354	2446.24	168.78	4763.05	233.175	2720.5	FLAG_ALFA_VSVG
B07n355	4448.98	150.58	6769.95	282	5391	FLAG_ALFA_VSVG
B07n357	2609.04	184.4	4494.75	192.15	2421.99	FLAG_ALFA_VSVG
B07n359	4334.34	184.56	6562.6	291.21	3404.2	FLAG_ALFA_VSVG
B07n356	3557.98	179.8	4491.85	210.7	2662.3	FLAG_ALFA_VSVG
B07n360	2948.92	174.96	4474.01	268.99	2890.7	FLAG_ALFA_VSVG
B07n361	2996.2	151.04	4590.2	253	3382	FLAG_ALFA_VSVG
B07n358	6638.32	175.4	11335.3	301.775	5456.29	FLAG_ALFA_VSVG
B07n362	3369.08	188	5892.65	221.7	3235.2	FLAG_ALFA_VSVG
B07n364	2438.78	180.7	3844.505	240	2149.7	FLAG_ALFA_VSVG
B07n363	2428.65	180	4590.5	197.95	2457.77	FLAG_ALFA_VSVG
B07n367	5827.38	198.42	9511.93	326.125	4276	FLAG_ALFA_VSVG
B07n368	4904.98	174.26	9113.8	322.05	6654.1	FLAG_ALFA_VSVG
B07n372	2343.4	178.6	3592.375	231.775	1996.6	FLAG_ALFA_VSVG
B07n373	4716.6	171.37	6964.95	295.75	4941.2	FLAG_ALFA_VSVG
B07n374	4675.84	150.76	6190.5	275.325	5012.6	FLAG_ALFA_VSVG
B07n369	2475.72	186.2	2694.5	212.75	2074	FLAG_ALFA_VSVG
B07n371	3017.08	185.6	8170.15	205.225	2860.68	FLAG_ALFA_VSVG
B07n370	8362.12	196.5	11417.1	428.5	7175.46	FLAG_ALFA_VSVG
B07n375	1906.78	192.2	7097.05	201.55	2370.88	FLAG_ALFA_VSVG
B07n376	3608.72	179.6	6623.35	210.4	3033.69	FLAG_ALFA_VSVG
B07n377	4108.08	150.46	7439.2	248.15	4862.8	FLAG_ALFA_VSVG
B07n378	6993.8	191.62	10403.285	415.555	6435.6	FLAG_ALFA_VSVG
B07n379	5017.4	194.5	7273.255	274.175	3186.8	FLAG_ALFA_VSVG
B07n380	3006.24	180.8	5368.85	215.925	2969.1	FLAG_ALFA_VSVG
B07n381	3109.68	190.8	5156.5	214.05	2814.98	FLAG_ALFA_VSVG
B07n387	1687.16	190.54	3293.735	219.7	1562.9	FLAG_ALFA_VSVG
B07n382	9710.04	188.24	16198.03	691.02	9234.2	FLAG_ALFA_VSVG
B07n383	2491.88	179.1	2478.18	232.95	2290.7	FLAG_ALFA_VSVG
B07n384	120.88	177.42	221.795	196.945	369.5	FLAG_ALFA_VSVG
B07n385	3795.06	192.46	3967.175	256.455	3354.6	FLAG_ALFA_VSVG
